1.500000000000000000e+01,5.130000000000000000e+02
1.300000000000000000e+01,5.150000000000000000e+02
1.300000000000000000e+01,5.170000000000000000e+02
1.200000000000000000e+01,5.180000000000000000e+02
1.200000000000000000e+01,5.280000000000000000e+02
1.300000000000000000e+01,5.290000000000000000e+02
1.300000000000000000e+01,5.360000000000000000e+02
1.200000000000000000e+01,5.370000000000000000e+02
1.200000000000000000e+01,5.420000000000000000e+02
1.100000000000000000e+01,5.430000000000000000e+02
1.100000000000000000e+01,5.570000000000000000e+02
1.000000000000000000e+01,5.580000000000000000e+02
1.000000000000000000e+01,5.590000000000000000e+02
8.000000000000000000e+00,5.610000000000000000e+02
8.000000000000000000e+00,5.620000000000000000e+02
7.000000000000000000e+00,5.630000000000000000e+02
7.000000000000000000e+00,5.640000000000000000e+02
5.000000000000000000e+00,5.660000000000000000e+02
5.000000000000000000e+00,5.680000000000000000e+02
4.000000000000000000e+00,5.690000000000000000e+02
4.000000000000000000e+00,5.700000000000000000e+02
3.000000000000000000e+00,5.710000000000000000e+02
3.000000000000000000e+00,6.060000000000000000e+02
4.000000000000000000e+00,6.070000000000000000e+02
4.000000000000000000e+00,6.150000000000000000e+02
5.000000000000000000e+00,6.160000000000000000e+02
5.000000000000000000e+00,6.200000000000000000e+02
6.000000000000000000e+00,6.210000000000000000e+02
6.000000000000000000e+00,6.240000000000000000e+02
8.000000000000000000e+00,6.260000000000000000e+02
9.000000000000000000e+00,6.260000000000000000e+02
1.000000000000000000e+01,6.270000000000000000e+02
3.900000000000000000e+01,6.270000000000000000e+02
4.100000000000000000e+01,6.250000000000000000e+02
4.100000000000000000e+01,5.740000000000000000e+02
4.000000000000000000e+01,5.730000000000000000e+02
4.000000000000000000e+01,5.690000000000000000e+02
3.900000000000000000e+01,5.680000000000000000e+02
3.900000000000000000e+01,5.670000000000000000e+02
3.800000000000000000e+01,5.660000000000000000e+02
3.800000000000000000e+01,5.650000000000000000e+02
3.600000000000000000e+01,5.630000000000000000e+02
3.600000000000000000e+01,5.620000000000000000e+02
3.300000000000000000e+01,5.590000000000000000e+02
3.300000000000000000e+01,5.580000000000000000e+02
3.100000000000000000e+01,5.560000000000000000e+02
3.100000000000000000e+01,5.550000000000000000e+02
3.000000000000000000e+01,5.540000000000000000e+02
3.000000000000000000e+01,5.400000000000000000e+02
2.900000000000000000e+01,5.390000000000000000e+02
2.900000000000000000e+01,5.330000000000000000e+02
2.800000000000000000e+01,5.320000000000000000e+02
2.800000000000000000e+01,5.200000000000000000e+02
2.700000000000000000e+01,5.190000000000000000e+02
2.700000000000000000e+01,5.150000000000000000e+02
2.500000000000000000e+01,5.130000000000000000e+02
