9.410000000000000000e+02,1.260000000000000000e+02
9.400000000000000000e+02,1.270000000000000000e+02
9.380000000000000000e+02,1.270000000000000000e+02
9.370000000000000000e+02,1.280000000000000000e+02
9.360000000000000000e+02,1.280000000000000000e+02
9.350000000000000000e+02,1.290000000000000000e+02
9.340000000000000000e+02,1.290000000000000000e+02
9.310000000000000000e+02,1.320000000000000000e+02
9.310000000000000000e+02,1.410000000000000000e+02
9.320000000000000000e+02,1.420000000000000000e+02
9.320000000000000000e+02,1.460000000000000000e+02
9.330000000000000000e+02,1.470000000000000000e+02
9.330000000000000000e+02,1.510000000000000000e+02
9.340000000000000000e+02,1.520000000000000000e+02
9.340000000000000000e+02,1.670000000000000000e+02
9.350000000000000000e+02,1.680000000000000000e+02
9.350000000000000000e+02,1.710000000000000000e+02
9.360000000000000000e+02,1.720000000000000000e+02
9.360000000000000000e+02,1.770000000000000000e+02
9.370000000000000000e+02,1.780000000000000000e+02
9.370000000000000000e+02,1.860000000000000000e+02
9.400000000000000000e+02,1.890000000000000000e+02
9.420000000000000000e+02,1.890000000000000000e+02
9.430000000000000000e+02,1.900000000000000000e+02
9.460000000000000000e+02,1.900000000000000000e+02
9.470000000000000000e+02,1.890000000000000000e+02
9.650000000000000000e+02,1.890000000000000000e+02
9.660000000000000000e+02,1.880000000000000000e+02
9.710000000000000000e+02,1.880000000000000000e+02
9.720000000000000000e+02,1.870000000000000000e+02
9.800000000000000000e+02,1.870000000000000000e+02
9.840000000000000000e+02,1.830000000000000000e+02
9.840000000000000000e+02,1.780000000000000000e+02
9.850000000000000000e+02,1.770000000000000000e+02
9.850000000000000000e+02,1.750000000000000000e+02
9.860000000000000000e+02,1.740000000000000000e+02
9.860000000000000000e+02,1.630000000000000000e+02
9.870000000000000000e+02,1.620000000000000000e+02
9.870000000000000000e+02,1.470000000000000000e+02
9.880000000000000000e+02,1.460000000000000000e+02
9.880000000000000000e+02,1.400000000000000000e+02
9.890000000000000000e+02,1.390000000000000000e+02
9.890000000000000000e+02,1.350000000000000000e+02
9.900000000000000000e+02,1.340000000000000000e+02
9.900000000000000000e+02,1.300000000000000000e+02
9.880000000000000000e+02,1.280000000000000000e+02
9.830000000000000000e+02,1.280000000000000000e+02
9.820000000000000000e+02,1.270000000000000000e+02
9.690000000000000000e+02,1.270000000000000000e+02
9.680000000000000000e+02,1.260000000000000000e+02
9.670000000000000000e+02,1.260000000000000000e+02
9.660000000000000000e+02,1.270000000000000000e+02
9.650000000000000000e+02,1.260000000000000000e+02
